stock_id,title,title_en,title_ru,title_ar,brand,model,year,mileage_km,fuel,transmission,price_usd,body_type,color,drive,engine,seats,emission,departure_port,trade_term,vin_last6,registration_date,production_date,status,source
JB-9132,炮 2021款 2.0T乘用全球版自动汽油四驱尊享型标箱GW4C20B,Great Wall Poer 2021,Great Wall Poer 2021,باور Great Wall 2021,Great Wall,炮,2021,70000,Petrol,自动,10972,轿车,,,2.0T,5,国VI,上海港,FOB,9132,,,published,"che168 wap (car 58987792, 城市石家庄)"
JB-9140,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,38800,插混,自动,9417,SUV,,,,5,国VI,上海港,FOB,9140,,,published,"che168 wap (car 58660822, 城市惠州)"
JB-9141,宋PLUS新能源 2024款 荣耀版 DM-i 110km 旗舰型,BYD Song PLUS DM-i 2024 DM-i 110km,BYD Song PLUS DM-i 2024 DM-i 110km,بي واي دي سونغ بلس DM-i BYD 2024 DM-i 110km,BYD,宋PLUS,2024,42100,插混,自动,11361,SUV,,,,5,国VI,上海港,FOB,9141,,,published,"che168 wap (car 58947146, 城市南昌)"
JB-9142,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,60000,插混,自动,10111,SUV,,,,5,国VI,上海港,FOB,9142,,,published,"che168 wap (car 59055322, 城市佛山)"
JB-9143,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,47900,插混,自动,10833,SUV,,,,5,国VI,上海港,FOB,9143,,,published,"che168 wap (car 59257622, 城市广州)"
JB-9150,元PLUS 2022款 430KM 尊贵型,BYD Yuan PLUS 2022 430KM,BYD Yuan PLUS 2022 430KM,بي واي دي يوان بلس BYD 2022 430KM,BYD,元PLUS,2022,32000,Petrol,自动,10528,SUV,,,,5,国VI,上海港,FOB,9150,,,published,"che168 wap (car 58416239, 城市常州)"
JB-9151,元PLUS 2025款 智驾版 510KM 超越型,BYD Yuan PLUS 2025 510KM,BYD Yuan PLUS 2025 510KM,بي واي دي يوان بلس BYD 2025 510KM,BYD,元PLUS,2025,24000,Petrol,自动,13889,SUV,,,,5,国VI,上海港,FOB,9151,,,published,"che168 wap (car 58560842, 城市乌鲁木齐)"
JB-9152,元PLUS 2024款 荣耀版 510KM 超越型,BYD Yuan PLUS 2024 510KM,BYD Yuan PLUS 2024 510KM,بي واي دي يوان بلس BYD 2024 510KM,BYD,元PLUS,2024,42000,Petrol,自动,12472,SUV,,,,5,国VI,上海港,FOB,9152,,,published,"che168 wap (car 58819108, 城市常州)"
JB-9153,元PLUS 2022款 430KM 尊贵型,BYD Yuan PLUS 2022 430KM,BYD Yuan PLUS 2022 430KM,بي واي دي يوان بلس BYD 2022 430KM,BYD,元PLUS,2022,70000,Petrol,自动,9556,SUV,,,,5,国VI,上海港,FOB,9153,,,published,"che168 wap (car 59204738, 城市重庆)"
JB-9160,海豚 2021款 405km 时尚版,BYD Dolphin 2021 405km,BYD Dolphin 2021 405km,بي واي دي دولفين BYD 2021 405km,BYD,海豚,2021,48000,Petrol,自动,7750,SUV,,,,5,国VI,上海港,FOB,9160,,,published,"che168 wap (car 59160674, 城市南宁)"
JB-9161,海豚 2023款 420km 时尚版,BYD Dolphin 2023 420km,BYD Dolphin 2023 420km,بي واي دي دولفين BYD 2023 420km,BYD,海豚,2023,69000,Petrol,自动,8319,SUV,,,,5,国VI,上海港,FOB,9161,,,published,"che168 wap (car 59210391, 城市惠州)"
JB-9162,海豚 2023款 420km 时尚版,BYD Dolphin 2023 420km,BYD Dolphin 2023 420km,بي واي دي دولفين BYD 2023 420km,BYD,海豚,2023,52400,Petrol,自动,9139,SUV,,,,5,国VI,上海港,FOB,9162,,,published,"che168 wap (car 59293829, 城市天津)"
JB-9170,海鸥 2024款 荣耀版 305km 活力版,BYD Seagull 2024 305km,BYD Seagull 2024 305km,بي واي دي سيغول BYD 2024 305km,BYD,海鸥,2024,33000,Petrol,自动,6639,SUV,,,,5,国VI,上海港,FOB,9170,,,published,"che168 wap (car 58231235, 城市天津)"
JB-9171,海鸥 2023款 自由版,BYD Seagull 2023,BYD Seagull 2023,بي واي دي سيغول BYD 2023,BYD,海鸥,2023,54000,Petrol,自动,5944,SUV,,,,5,国VI,上海港,FOB,9171,,,published,"che168 wap (car 58999320, 城市重庆)"
JB-9172,海鸥 2025款 305km 活力版,BYD Seagull 2025 305km,BYD Seagull 2025 305km,بي واي دي سيغول BYD 2025 305km,BYD,海鸥,2025,19000,Petrol,自动,7472,SUV,,,,5,国VI,上海港,FOB,9172,,,published,"che168 wap (car 59012881, 城市合肥)"
JB-9180,汉 2020款 EV 四驱高性能版旗舰型,BYD Han 2020 EV,BYD Han 2020 EV,هان BYD 2020 EV,BYD,汉,2020,80000,纯电,自动,12472,轿车,,,,5,国VI,上海港,FOB,9180,,,published,"che168 wap (car 52186096, 城市昆明)"
JB-9181,汉 2020款 DM 四驱性能版尊贵型,BYD Han 2020 DM,BYD Han 2020 DM,هان BYD 2020 DM,BYD,汉,2020,145000,Petrol,自动,10111,轿车,,,,5,国VI,上海港,FOB,9181,,,published,"che168 wap (car 56636076, 城市北京)"
JB-9182,汉 2023款 DM-i 冠军版 121KM 尊荣型,BYD Han 2023 DM-i 121KM,BYD Han 2023 DM-i 121KM,هان BYD 2023 DM-i 121KM,BYD,汉,2023,36000,插混,自动,13861,轿车,,,,5,国VI,上海港,FOB,9182,,,published,"che168 wap (car 58431237, 城市东莞)"
JB-9190,秦PLUS 2025款 EV 智驾版 510KM超越型,BYD Qin PLUS DM-i 2025 EV,BYD Qin PLUS DM-i 2025 EV,تشين بلس DM-i BYD 2025 EV,BYD,秦PLUS,2025,75000,纯电,自动,12222,SUV,,,,5,国VI,上海港,FOB,9190,,,published,"che168 wap (car 59670268, 城市昆明)"
JB-9191,汉 2024款 EV 荣耀版 605KM前驱尊贵型,BYD Han 2024 EV,BYD Han 2024 EV,هان BYD 2024 EV,BYD,汉,2024,35500,纯电,自动,17889,轿车,,,,5,国VI,上海港,FOB,9191,,,published,"che168 wap (car 59742540, 城市石家庄)"
JB-9192,汉 2020款 DM 四驱性能版豪华型,BYD Han 2020 DM,BYD Han 2020 DM,هان BYD 2020 DM,BYD,汉,2020,67300,Petrol,自动,8958,轿车,,,,5,国VI,上海港,FOB,9192,,,published,"che168 wap (car 59746278, 城市武汉)"
JB-9200,秦PLUS 2025款 DM-i 智驾版 55KM领先型,BYD Qin PLUS DM-i 2025 DM-i,BYD Qin PLUS DM-i 2025 DM-i,تشين بلس DM-i BYD 2025 DM-i,BYD,秦PLUS,2025,10600,插混,自动,7889,SUV,,,,5,国VI,上海港,FOB,9200,,,published,"che168 wap (car 59101365, 城市西安)"
JB-9201,秦PLUS 2024款 荣耀版 DM-i 55KM领先型,BYD Qin PLUS DM-i 2024 DM-i,BYD Qin PLUS DM-i 2024 DM-i,تشين بلس DM-i BYD 2024 DM-i,BYD,秦PLUS,2024,9700,插混,自动,7472,SUV,,,,5,国VI,上海港,FOB,9201,,,published,"che168 wap (car 59277635, 城市柳州)"
JB-9202,秦PLUS 2021款 DM-i 55KM 尊贵型,BYD Qin PLUS DM-i 2021 DM-i 55KM,BYD Qin PLUS DM-i 2021 DM-i 55KM,تشين بلس DM-i BYD 2021 DM-i 55KM,BYD,秦PLUS,2021,41000,插混,自动,6500,SUV,,,,5,国VI,上海港,FOB,9202,,,published,"che168 wap (car 59330150, 城市深圳)"
JB-9203,秦PLUS 2024款 荣耀版 DM-i 55KM领先型,BYD Qin PLUS DM-i 2024 DM-i,BYD Qin PLUS DM-i 2024 DM-i,تشين بلس DM-i BYD 2024 DM-i,BYD,秦PLUS,2024,57000,插混,自动,6778,SUV,,,,5,国VI,上海港,FOB,9203,,,published,"che168 wap (car 59382368, 城市东莞)"
JB-9210,理想L6 2025款 Pro 智能焕新版,Li Auto L6 2025 Pro,Li Auto L6 2025 Pro,لي أوتو L6 Li Auto 2025 Pro,Li Auto,理想L6,2025,58000,Petrol,自动,23472,SUV,,,,5,国VI,上海港,FOB,9210,,,published,"che168 wap (car 57879377, 城市沧州)"
JB-9211,理想L6 2024款 Pro,Li Auto L6 2024 Pro,Li Auto L6 2024 Pro,لي أوتو L6 Li Auto 2024 Pro,Li Auto,理想L6,2024,62000,Petrol,自动,23056,SUV,,,,5,国VI,上海港,FOB,9211,,,published,"che168 wap (car 58714484, 城市苏州)"
JB-9220,理想L7 2025款 Max 智能焕新版,Li Auto L7 2025 Max,Li Auto L7 2025 Max,لي أوتو L7 Li Auto 2025 Max,Li Auto,理想L7,2025,21000,Petrol,自动,35667,SUV,,,,5,国VI,上海港,FOB,9220,,,published,"che168 wap (car 59084441, 城市济南)"
JB-9221,理想L7 2025款 Max 智能焕新版,Li Auto L7 2025 Max,Li Auto L7 2025 Max,لي أوتو L7 Li Auto 2025 Max,Li Auto,理想L7,2025,43000,Petrol,自动,32361,SUV,,,,5,国VI,上海港,FOB,9221,,,published,"che168 wap (car 59125096, 城市成都)"
JB-9230,问界M7 2024款 1.5T 智驾四驱Ultra版 6座,AITO M7 2024 1.5T,AITO M7 2024 1.5T,إيتو M7 AITO 2024 1.5T,AITO,问界M7,2024,36000,Petrol,自动,25736,SUV,,,1.5T,5,国VI,上海港,FOB,9230,,,published,"che168 wap (car 58276539, 城市广州)"
JB-9231,问界M7 2024款 1.5T 智驾四驱Max版 5座,AITO M7 2024 1.5T,AITO M7 2024 1.5T,إيتو M7 AITO 2024 1.5T,AITO,问界M7,2024,20700,Petrol,自动,25944,SUV,,,1.5T,5,国VI,上海港,FOB,9231,,,published,"che168 wap (car 58299184, 城市济南)"
JB-9240,长安CS75PLUS 2022款 第二代 1.5T 自动尊贵型,Changan CS75 PLUS 2022 1.5T,Changan CS75 PLUS 2022 1.5T,تشانجان CS75 PLUS Changan 2022 1.5T,Changan,长安CS75,2022,50000,Petrol,自动,9139,SUV,,,1.5T,5,国VI,上海港,FOB,9240,,,published,"che168 wap (car 57189656, 城市重庆)"
JB-9241,长安CS75PLUS 2020款 2.0T 自动领航型,Changan CS75 PLUS 2020 2.0T,Changan CS75 PLUS 2020 2.0T,تشانجان CS75 PLUS Changan 2020 2.0T,Changan,长安CS75,2020,90000,Petrol,自动,7889,SUV,,,2.0T,5,国VI,上海港,FOB,9241,,,published,"che168 wap (car 57460525, 城市重庆)"
JB-9242,长安CS75PLUS 2026款 智慧冠军版 1.5T 新蓝鲸 智航型,Changan CS75 PLUS 2026 1.5T,Changan CS75 PLUS 2026 1.5T,تشانجان CS75 PLUS Changan 2026 1.5T,Changan,长安CS75,2026,100,Petrol,自动,12500,SUV,,,1.5T,5,国VI,上海港,FOB,9242,,,published,"che168 wap (car 57767759, 城市无锡)"
JB-9243,长安CS75PLUS 2023款 第三代 1.5T 自动尊贵型,Changan CS75 PLUS 2023 1.5T,Changan CS75 PLUS 2023 1.5T,تشانجان CS75 PLUS Changan 2023 1.5T,Changan,长安CS75,2023,20000,Petrol,自动,10528,SUV,,,1.5T,5,国VI,上海港,FOB,9243,,,published,"che168 wap (car 57955954, 城市金华)"
JB-9250,瑞虎7 PLUS 2023款 1.5TCI CVT新享版,Chery Tiggo 7 PLUS 2023 1.5TCI,Chery Tiggo 7 PLUS 2023 1.5TCI,تشيري تيجو 7 Chery PLUS 2023 1.5TCI,Chery,瑞虎7,2023,38000,Petrol,自动,10833,SUV,,,1.5T,5,国VI,上海港,FOB,9250,,,published,"che168 wap (car 58338039, 城市哈尔滨)"
JB-9251,瑞虎7 2024款 1.5T CVT豪华版,Chery Tiggo 7 2024 1.5T,Chery Tiggo 7 2024 1.5T,تشيري تيجو 7 Chery 2024 1.5T,Chery,瑞虎7,2024,15000,Petrol,自动,8875,SUV,,,1.5T,5,国VI,上海港,FOB,9251,,,published,"che168 wap (car 58706959, 城市济南)"
JB-9252,瑞虎7 PLUS 2022款 1.5T CVT豪华型+,Chery Tiggo 7 PLUS 2022 1.5T,Chery Tiggo 7 PLUS 2022 1.5T,تشيري تيجو 7 Chery PLUS 2022 1.5T,Chery,瑞虎7,2022,34000,Petrol,自动,10528,SUV,,,1.5T,5,国VI,上海港,FOB,9252,,,published,"che168 wap (car 58897831, 城市哈尔滨)"
JB-9253,瑞虎7 PLUS 2023款 冠军版 1.5TCI CVT非凡版,Chery Tiggo 7 PLUS 2023 1.5TCI,Chery Tiggo 7 PLUS 2023 1.5TCI,تشيري تيجو 7 Chery PLUS 2023 1.5TCI,Chery,瑞虎7,2023,42000,Petrol,自动,9278,SUV,,,1.5T,5,国VI,上海港,FOB,9253,,,published,"che168 wap (car 58944481, 城市广州)"
JB-9260,瑞虎8 PLUS 2025款 290TGDI DCT尊贵版,Chery Tiggo 8 PLUS 2025 290TGDI,Chery Tiggo 8 PLUS 2025 290TGDI,تشيري تيجو 8 Chery PLUS 2025 290TGDI,Chery,瑞虎8,2025,4000,Petrol,自动,9514,SUV,,,,5,国VI,上海港,FOB,9260,,,published,"che168 wap (car 57885128, 城市郑州)"
JB-9261,瑞虎8 PLUS C-DM 2025款 1.5T 116km 尊贵型 5座,Chery Tiggo 8 PLUS C-DM 2025 1.5T 116km,Chery Tiggo 8 PLUS C-DM 2025 1.5T 116km,تشيري تيجو 8 Chery PLUS C-DM 2025 1.5T 116km,Chery,瑞虎8,2025,10000,Petrol,自动,11806,SUV,,,1.5T,5,国VI,上海港,FOB,9261,,,published,"che168 wap (car 57974294, 城市徐州)"
JB-9262,瑞虎8 PRO 2024款 冠军版 390T 四驱巅峰版 5座,Chery Tiggo 8 PRO 2024 390T,Chery Tiggo 8 PRO 2024 390T,تشيري تيجو 8 Chery PRO 2024 390T,Chery,瑞虎8,2024,50000,Petrol,自动,11639,SUV,,,,5,国VI,上海港,FOB,9262,,,published,"che168 wap (car 58161758, 城市西安)"
JB-9263,瑞虎8 PLUS 2022款 鲲鹏版 390TGDI DCT豪享版,Chery Tiggo 8 PLUS 2022 390TGDI,Chery Tiggo 8 PLUS 2022 390TGDI,تشيري تيجو 8 Chery PLUS 2022 390TGDI,Chery,瑞虎8,2022,32000,Petrol,自动,7333,SUV,,,,5,国VI,上海港,FOB,9263,,,published,"che168 wap (car 58201905, 城市郑州)"
JB-9270,博越L 2025款 第四代 1.5TD DCT 启程,Geely Boyue L 2025 1.5TD DCT,Geely Boyue L 2025 1.5TD DCT,جيلي بويو L Geely 2025 1.5TD DCT,Geely,博越L,2025,100,Petrol,自动,11500,SUV,,,1.5T,5,国VI,上海港,FOB,9270,,,published,"che168 wap (car 58773681, 城市南宁)"
JB-9271,博越L 2024款 1.5TD DCT旗舰版,Geely Boyue L 2024 1.5TD,Geely Boyue L 2024 1.5TD,جيلي بويو L Geely 2024 1.5TD,Geely,博越L,2024,20000,Petrol,自动,10806,SUV,,,1.5T,5,国VI,上海港,FOB,9271,,,published,"che168 wap (car 58809791, 城市武汉)"
JB-9272,博越L 2025款 第四代 1.5TD DCT 山河,Geely Boyue L 2025 1.5TD DCT,Geely Boyue L 2025 1.5TD DCT,جيلي بويو L Geely 2025 1.5TD DCT,Geely,博越L,2025,2000,Petrol,自动,9694,SUV,,,1.5T,5,国VI,上海港,FOB,9272,,,published,"che168 wap (car 58861183, 城市郑州)"
