stock_id,title,title_en,title_ru,title_ar,brand,model,year,mileage_km,fuel,transmission,price_usd,body_type,color,drive,engine,seats,emission,departure_port,trade_term,vin_last6,registration_date,production_date,status,source
JB-9132,炮 2021款 2.0T乘用全球版自动汽油四驱尊享型标箱GW4C20B,Great Wall Poer 2021,Great Wall Poer 2021,باور Great Wall 2021,Great Wall,炮,2021,70000,Petrol,自动,10972,轿车,,,2.0T,5,国VI,上海港,FOB,9132,,,published,"che168 wap (car 58987792, 城市石家庄)"
JB-9140,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,38800,插混,自动,9417,SUV,,,,5,国VI,上海港,FOB,9140,,,published,"che168 wap (car 58660822, 城市惠州)"
JB-9141,宋PLUS新能源 2024款 荣耀版 DM-i 110km 旗舰型,BYD Song PLUS DM-i 2024 DM-i 110km,BYD Song PLUS DM-i 2024 DM-i 110km,بي واي دي سونغ بلس DM-i BYD 2024 DM-i 110km,BYD,宋PLUS,2024,42100,插混,自动,11361,SUV,,,,5,国VI,上海港,FOB,9141,,,published,"che168 wap (car 58947146, 城市南昌)"
JB-9142,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,60000,插混,自动,10111,SUV,,,,5,国VI,上海港,FOB,9142,,,published,"che168 wap (car 59055322, 城市佛山)"
JB-9143,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,47900,插混,自动,10833,SUV,,,,5,国VI,上海港,FOB,9143,,,published,"che168 wap (car 59257622, 城市广州)"
JB-9150,元PLUS 2022款 430KM 尊贵型,BYD Yuan PLUS 2022 430KM,BYD Yuan PLUS 2022 430KM,بي واي دي يوان بلس BYD 2022 430KM,BYD,元PLUS,2022,32000,Petrol,自动,10528,SUV,,,,5,国VI,上海港,FOB,9150,,,published,"che168 wap (car 58416239, 城市常州)"
JB-9151,元PLUS 2025款 智驾版 510KM 超越型,BYD Yuan PLUS 2025 510KM,BYD Yuan PLUS 2025 510KM,بي واي دي يوان بلس BYD 2025 510KM,BYD,元PLUS,2025,24000,Petrol,自动,13889,SUV,,,,5,国VI,上海港,FOB,9151,,,published,"che168 wap (car 58560842, 城市乌鲁木齐)"
JB-9152,元PLUS 2024款 荣耀版 510KM 超越型,BYD Yuan PLUS 2024 510KM,BYD Yuan PLUS 2024 510KM,بي واي دي يوان بلس BYD 2024 510KM,BYD,元PLUS,2024,42000,Petrol,自动,12472,SUV,,,,5,国VI,上海港,FOB,9152,,,published,"che168 wap (car 58819108, 城市常州)"
JB-9153,元PLUS 2022款 430KM 尊贵型,BYD Yuan PLUS 2022 430KM,BYD Yuan PLUS 2022 430KM,بي واي دي يوان بلس BYD 2022 430KM,BYD,元PLUS,2022,70000,Petrol,自动,9556,SUV,,,,5,国VI,上海港,FOB,9153,,,published,"che168 wap (car 59204738, 城市重庆)"
JB-9160,海豚 2021款 405km 时尚版,BYD Dolphin 2021 405km,BYD Dolphin 2021 405km,بي واي دي دولفين BYD 2021 405km,BYD,海豚,2021,48000,Petrol,自动,7750,SUV,,,,5,国VI,上海港,FOB,9160,,,published,"che168 wap (car 59160674, 城市南宁)"
JB-9161,海豚 2023款 420km 时尚版,BYD Dolphin 2023 420km,BYD Dolphin 2023 420km,بي واي دي دولفين BYD 2023 420km,BYD,海豚,2023,69000,Petrol,自动,8319,SUV,,,,5,国VI,上海港,FOB,9161,,,published,"che168 wap (car 59210391, 城市惠州)"
JB-9162,海豚 2023款 420km 时尚版,BYD Dolphin 2023 420km,BYD Dolphin 2023 420km,بي واي دي دولفين BYD 2023 420km,BYD,海豚,2023,52400,Petrol,自动,9139,SUV,,,,5,国VI,上海港,FOB,9162,,,published,"che168 wap (car 59293829, 城市天津)"
JB-9170,海鸥 2024款 荣耀版 305km 活力版,BYD Seagull 2024 305km,BYD Seagull 2024 305km,بي واي دي سيغول BYD 2024 305km,BYD,海鸥,2024,33000,Petrol,自动,6639,SUV,,,,5,国VI,上海港,FOB,9170,,,published,"che168 wap (car 58231235, 城市天津)"
JB-9171,海鸥 2023款 自由版,BYD Seagull 2023,BYD Seagull 2023,بي واي دي سيغول BYD 2023,BYD,海鸥,2023,54000,Petrol,自动,5944,SUV,,,,5,国VI,上海港,FOB,9171,,,published,"che168 wap (car 58999320, 城市重庆)"
JB-9172,海鸥 2025款 305km 活力版,BYD Seagull 2025 305km,BYD Seagull 2025 305km,بي واي دي سيغول BYD 2025 305km,BYD,海鸥,2025,19000,Petrol,自动,7472,SUV,,,,5,国VI,上海港,FOB,9172,,,published,"che168 wap (car 59012881, 城市合肥)"
JB-9180,汉 2020款 EV 四驱高性能版旗舰型,BYD Han 2020 EV,BYD Han 2020 EV,هان BYD 2020 EV,BYD,汉,2020,80000,纯电,自动,12472,轿车,,,,5,国VI,上海港,FOB,9180,,,published,"che168 wap (car 52186096, 城市昆明)"
JB-9181,汉 2020款 DM 四驱性能版尊贵型,BYD Han 2020 DM,BYD Han 2020 DM,هان BYD 2020 DM,BYD,汉,2020,145000,Petrol,自动,10111,轿车,,,,5,国VI,上海港,FOB,9181,,,published,"che168 wap (car 56636076, 城市北京)"
JB-9182,汉 2023款 DM-i 冠军版 121KM 尊荣型,BYD Han 2023 DM-i 121KM,BYD Han 2023 DM-i 121KM,هان BYD 2023 DM-i 121KM,BYD,汉,2023,36000,插混,自动,13861,轿车,,,,5,国VI,上海港,FOB,9182,,,published,"che168 wap (car 58431237, 城市东莞)"
JB-9190,秦PLUS 2025款 EV 智驾版 510KM超越型,BYD Qin PLUS DM-i 2025 EV,BYD Qin PLUS DM-i 2025 EV,تشين بلس DM-i BYD 2025 EV,BYD,秦PLUS,2025,75000,纯电,自动,12222,SUV,,,,5,国VI,上海港,FOB,9190,,,published,"che168 wap (car 59670268, 城市昆明)"
JB-9191,汉 2024款 EV 荣耀版 605KM前驱尊贵型,BYD Han 2024 EV,BYD Han 2024 EV,هان BYD 2024 EV,BYD,汉,2024,35500,纯电,自动,17889,轿车,,,,5,国VI,上海港,FOB,9191,,,published,"che168 wap (car 59742540, 城市石家庄)"
JB-9192,汉 2020款 DM 四驱性能版豪华型,BYD Han 2020 DM,BYD Han 2020 DM,هان BYD 2020 DM,BYD,汉,2020,67300,Petrol,自动,8958,轿车,,,,5,国VI,上海港,FOB,9192,,,published,"che168 wap (car 59746278, 城市武汉)"
