stock_id,title,title_en,title_ru,title_ar,brand,model,year,mileage_km,fuel,transmission,price_usd,body_type,color,drive,engine,seats,emission,departure_port,trade_term,vin_last6,registration_date,production_date,status,source
JB-9441,逸动 2024款 PLUS 蓝鲸NE 1.4T GDI DCT高能版,Changan Eado 2024 PLUS 1.4T GDI,Changan Eado 2024 PLUS 1.4T GDI,إيدو Changan 2024 PLUS 1.4T GDI,Changan,逸动,2024,5000,Petrol,自动,6917,SUV,,,1.4T,5,国VI,上海港,FOB,9441,,,published,"che168 wap (car 58362767, 城市贵阳)"
JB-9442,逸动 2026款 第四代 1.5T 500Bar 劲享型,Changan Eado 2026 1.5T 500Bar,Changan Eado 2026 1.5T 500Bar,إيدو Changan 2026 1.5T 500Bar,Changan,逸动,2026,100,Petrol,自动,9694,轿车,,,1.5T,5,国VI,上海港,FOB,9442,,,published,"che168 wap (car 58549567, 城市无锡)"
JB-9450,荣威RX5 2020款 20T 自动4G互联百万款,Roewe RX5 2020 20T,Roewe RX5 2020 20T,رووي RX5 Roewe 2020 20T,Roewe,荣威RX5,2020,69000,Petrol,自动,5764,轿车,,,,5,国VI,上海港,FOB,9450,,,published,"che168 wap (car 58355987, 城市济南)"
JB-9451,荣威RX5新能源 2021款 ePLUS 国潮荣麟旗舰版,Roewe RX5 2021 ePLUS,Roewe RX5 2021 ePLUS,رووي RX5 Roewe 2021 ePLUS,Roewe,荣威RX5,2021,73000,Petrol,自动,6375,SUV,,,,5,国VI,上海港,FOB,9451,,,published,"che168 wap (car 59372605, 城市上海)"
JB-9452,荣威RX5新能源 2019款 eRX5 50T 4G互联超越版,Roewe RX5 2019 eRX5 50T,Roewe RX5 2019 eRX5 50T,رووي RX5 Roewe 2019 eRX5 50T,Roewe,荣威RX5,2019,70000,Petrol,自动,5111,轿车,,,,5,国VI,上海港,FOB,9452,,,published,"che168 wap (car 59381742, 城市佛山)"
JB-9460,MG5 2021款 180DVVT CVT青春豪华版,MG 5 MG5 2021 180DVVT,MG 5 MG5 2021 180DVVT,MG5 MG MG5 2021 180DVVT,MG,MG5,2021,15000,Petrol,自动,7611,轿车,,,,5,国VI,上海港,FOB,9460,,,published,"che168 wap (car 59003917, 城市哈尔滨)"
JB-9461,MG5 2022款 300TGI DCT潮越旗舰版,MG 5 MG5 2022 300TGI,MG 5 MG5 2022 300TGI,MG5 MG MG5 2022 300TGI,MG,MG5,2022,40000,Petrol,自动,5528,轿车,,,,5,国VI,上海港,FOB,9461,,,published,"che168 wap (car 59062052, 城市东莞)"
JB-9462,MG5 2023款 180DVVT CVT豪华版,MG 5 MG5 2023 180DVVT,MG 5 MG5 2023 180DVVT,MG5 MG MG5 2023 180DVVT,MG,MG5,2023,28000,Petrol,自动,9139,轿车,,,,5,国VI,上海港,FOB,9462,,,published,"che168 wap (car 59082214, 城市哈尔滨)"
JB-9470,艾瑞泽5 PLUS 2021款 小AI 1.5T CVT型PLUS,Chery Arrizo 5 PLUS 2021 1.5T,Chery Arrizo 5 PLUS 2021 1.5T,أريزو 5 Chery PLUS 2021 1.5T,Chery,艾瑞泽5,2021,60000,Petrol,自动,5111,SUV,,,1.5T,5,国VI,上海港,FOB,9470,,,published,"che168 wap (car 58144391, 城市武汉)"
JB-9471,艾瑞泽5 PLUS 2021款 小AI 1.5L CVT享PLUS,Chery Arrizo 5 PLUS 2021 1.5L,Chery Arrizo 5 PLUS 2021 1.5L,أريزو 5 Chery PLUS 2021 1.5L,Chery,艾瑞泽5,2021,50000,Petrol,自动,4722,SUV,,,1.5L,5,国VI,上海港,FOB,9471,,,published,"che168 wap (car 58840163, 城市济南)"
JB-9472,艾瑞泽5 2019款 改款PRO 1.5L CVT青春版 国VI,Chery Arrizo 5 2019 1.5L,Chery Arrizo 5 2019 1.5L,أريزو 5 Chery 2019 1.5L,Chery,艾瑞泽5,2019,31500,Petrol,自动,4000,轿车,,,1.5L,5,国VI,上海港,FOB,9472,,,published,"che168 wap (car 59042969, 城市铜仁)"
JB-9480,捷途X70 PLUS 2023款 1.5T DCT自强PRO+ 7座,Jetour X70 PLUS 2023 1.5T,Jetour X70 PLUS 2023 1.5T,جيتور X70 Jetour PLUS 2023 1.5T,Jetour,捷途X70,2023,41000,Petrol,自动,12472,SUV,,,1.5T,5,国VI,上海港,FOB,9480,,,published,"che168 wap (car 58194348, 城市潍坊)"
JB-9481,捷途X70 2022款 1.5T DCT悦行版 5座,Jetour X70 2022 1.5T,Jetour X70 2022 1.5T,جيتور X70 Jetour 2022 1.5T,Jetour,捷途X70,2022,31500,Petrol,自动,7194,轿车,,,1.5T,5,国VI,上海港,FOB,9481,,,published,"che168 wap (car 58361373, 城市佛山)"
JB-9482,捷途X70 2023款 1.5T DCT梦想版 5座,Jetour X70 2023 1.5T,Jetour X70 2023 1.5T,جيتور X70 Jetour 2023 1.5T,Jetour,捷途X70,2023,21000,Petrol,自动,11083,轿车,,,1.5T,5,国VI,上海港,FOB,9482,,,published,"che168 wap (car 58396742, 城市潍坊)"
JB-9490,哈弗M6 2021款 PLUS 1.5T DCT豪华智联型,Haval M6 2021 PLUS 1.5T,Haval M6 2021 PLUS 1.5T,هافال M6 Haval 2021 PLUS 1.5T,Haval,哈弗M6,2021,28000,Petrol,自动,8861,SUV,,,1.5T,5,国VI,上海港,FOB,9490,,,published,"che168 wap (car 57418992, 城市潍坊)"
JB-9491,哈弗M6 2021款 PLUS 1.5T DCT豪华智联型,Haval M6 2021 PLUS 1.5T,Haval M6 2021 PLUS 1.5T,هافال M6 Haval 2021 PLUS 1.5T,Haval,哈弗M6,2021,39000,Petrol,自动,9028,SUV,,,1.5T,5,国VI,上海港,FOB,9491,,,published,"che168 wap (car 58618408, 城市哈尔滨)"
JB-9492,哈弗M6 2021款 PLUS 1.5T DCT舒享型,Haval M6 2021 PLUS 1.5T,Haval M6 2021 PLUS 1.5T,هافال M6 Haval 2021 PLUS 1.5T,Haval,哈弗M6,2021,40000,Petrol,自动,8167,SUV,,,1.5T,5,国VI,上海港,FOB,9492,,,published,"che168 wap (car 59019891, 城市哈尔滨)"
JB-9500,传祺GS4 2024款 MAX 1.5T 领航版,GAC GS4 2024 MAX 1.5T,GAC GS4 2024 MAX 1.5T,جي إيه سي GS4 GAC 2024 MAX 1.5T,GAC,传祺GS4,2024,3000,Petrol,自动,9167,轿车,,,1.5T,5,国VI,上海港,FOB,9500,,,published,"che168 wap (car 58572150, 城市广州)"
JB-9501,传祺GS4 PLUS 2022款 390T 自动星云版,GAC GS4 PLUS 2022 390T,GAC GS4 PLUS 2022 390T,جي إيه سي GS4 GAC PLUS 2022 390T,GAC,传祺GS4,2022,56500,Petrol,自动,7903,SUV,,,,5,国VI,上海港,FOB,9501,,,published,"che168 wap (car 58795855, 城市东莞)"
JB-9502,传祺GS4 2022款 270T 自动智行旗舰版,GAC GS4 2022 270T,GAC GS4 2022 270T,جي إيه سي GS4 GAC 2022 270T,GAC,传祺GS4,2022,23000,Petrol,自动,11806,轿车,,,,5,国VI,上海港,FOB,9502,,,published,"che168 wap (car 58999070, 城市哈尔滨)"
JB-9510,领克03 2021款 2.0TD 自动劲Pro,Lynk & Co 03 2021 2.0TD,Lynk & Co 03 2021 2.0TD,لينك آند كو 03 Lynk & Co 2021 2.0TD,Lynk & Co,领克03,2021,80000,Petrol,自动,8306,轿车,,,2.0T,5,国VI,上海港,FOB,9510,,,published,"che168 wap (car 56685664, 城市重庆)"
JB-9511,领克03 2019款 2.0TD 自动劲版,Lynk & Co 03 2019 2.0TD,Lynk & Co 03 2019 2.0TD,لينك آند كو 03 Lynk & Co 2019 2.0TD,Lynk & Co,领克03,2019,50000,Petrol,自动,7472,轿车,,,2.0T,5,国VI,上海港,FOB,9511,,,published,"che168 wap (car 58773927, 城市西安)"
JB-9512,领克03 2026款 2.0TD 自动 Ultra,Lynk & Co 03 2026 2.0TD Ultra,Lynk & Co 03 2026 2.0TD Ultra,لينك آند كو 03 Lynk & Co 2026 2.0TD Ultra,Lynk & Co,领克03,2026,5000,Petrol,自动,16639,轿车,,,2.0T,5,国VI,上海港,FOB,9512,,,published,"che168 wap (car 58809842, 城市佛山)"
JB-9520,深蓝S07 2024款 215Max 增程版,Deepal 深蓝S07 2024 215Max,Deepal 深蓝S07 2024 215Max,深蓝S07 Deepal 2024 215Max,Deepal,深蓝S07,2024,36000,Petrol,自动,12889,轿车,,,,5,国VI,上海港,FOB,9520,,,published,"che168 wap (car 58266119, 城市惠州)"
JB-9521,深蓝S07 2026款 300Ultra 华为乾崑ADS SE版,Deepal 深蓝S07 2026 300Ultra,Deepal 深蓝S07 2026 300Ultra,深蓝S07 Deepal 2026 300Ultra,Deepal,深蓝S07,2026,100,Petrol,自动,19000,轿车,,,,5,国VI,上海港,FOB,9521,,,published,"che168 wap (car 58453445, 城市重庆)"
JB-9522,深蓝S07 2026款 300Ultra 华为乾崑ADS SE版,Deepal 深蓝S07 2026 300Ultra,Deepal 深蓝S07 2026 300Ultra,深蓝S07 Deepal 2026 300Ultra,Deepal,深蓝S07,2026,100,Petrol,自动,19000,轿车,,,,5,国VI,上海港,FOB,9522,,,published,"che168 wap (car 58461135, 城市重庆)"
JB-9530,极氪001 2021款 超长续航单电机 WE版,Zeekr 001 2021,Zeekr 001 2021,زيكر 001 Zeekr 2021,Zeekr,极氪001,2021,64000,Petrol,自动,18861,轿车,,,,5,国VI,上海港,FOB,9530,,,published,"che168 wap (car 58783571, 城市无锡)"
JB-9531,极氪001 2022款 长续航双电机 WE版,Zeekr 001 2022,Zeekr 001 2022,زيكر 001 Zeekr 2022,Zeekr,极氪001,2022,30000,Petrol,自动,11694,轿车,,,,5,国VI,上海港,FOB,9531,,,published,"che168 wap (car 58954158, 城市宁波)"
JB-9532,极氪001 2022款 长续航双电机 WE版,Zeekr 001 2022,Zeekr 001 2022,زيكر 001 Zeekr 2022,Zeekr,极氪001,2022,80000,Petrol,自动,16222,轿车,,,,5,国VI,上海港,FOB,9532,,,published,"che168 wap (car 58987418, 城市东莞)"
JB-9540,宋Pro新能源 2024款 荣耀版 DM-i 71KM领航型,BYD Song Pro 2024 DM-i,BYD Song Pro 2024 DM-i,بي واي دي سونغ برو BYD 2024 DM-i,BYD,宋Pro,2024,42100,插混,自动,9694,SUV,,,,5,国VI,上海港,FOB,9540,,,published,"che168 wap (car 57650849, 城市济南)"
JB-9541,宋Pro 2021款 1.5T 自动精英型,BYD Song Pro 2021 1.5T,BYD Song Pro 2021 1.5T,بي واي دي سونغ برو BYD 2021 1.5T,BYD,宋Pro,2021,72000,Petrol,自动,5389,SUV,,,1.5T,5,国VI,上海港,FOB,9541,,,published,"che168 wap (car 58152062, 城市重庆)"
JB-9542,宋Pro新能源 2025款 第二代 智驾版 DM-i 75KM领先型,BYD Song Pro 2025 DM-i,BYD Song Pro 2025 DM-i,بي واي دي سونغ برو BYD 2025 DM-i,BYD,宋Pro,2025,18000,插混,自动,9556,SUV,,,,5,国VI,上海港,FOB,9542,,,published,"che168 wap (car 59260083, 城市武汉)"
JB-9550,长安CS55PLUS 2024款 第三代 1.5T DCT尊贵型,Changan CS55 PLUS 2024 1.5T,Changan CS55 PLUS 2024 1.5T,تشانجان CS55 PLUS Changan 2024 1.5T,Changan,CS55,2024,27000,Petrol,自动,9417,SUV,,,1.5T,5,国VI,上海港,FOB,9550,,,published,"che168 wap (car 58792725, 城市东莞)"
JB-9551,长安CS55PLUS PHEV 2026款 智慧新蓝鲸 125km 智越版,Changan CS55 PLUS PHEV 2026 125km,Changan CS55 PLUS PHEV 2026 125km,تشانجان CS55 PLUS Changan PHEV 2026 125km,Changan,CS55,2026,0,插混,自动,15250,SUV,,,,5,国VI,上海港,FOB,9551,,,published,"che168 wap (car 58806863, 城市淄博)"
JB-9552,长安CS55PLUS 2022款 第二代 1.5T DCT尊享型,Changan CS55 PLUS 2022 1.5T,Changan CS55 PLUS 2022 1.5T,تشانجان CS55 PLUS Changan 2022 1.5T,Changan,CS55,2022,33000,Petrol,自动,7472,SUV,,,1.5T,5,国VI,上海港,FOB,9552,,,published,"che168 wap (car 59023271, 城市上饶)"
JB-9560,博越 2020款 1.8TD DCT两驱智雅型,Geely Boyue 2020 1.8TD,Geely Boyue 2020 1.8TD,جيلي بويو Geely 2020 1.8TD,Geely,博越,2020,60000,Petrol,自动,4833,SUV,,,1.8T,5,国VI,上海港,FOB,9560,,,published,"che168 wap (car 57821132, 城市深圳)"
JB-9561,博越 2020款 1.8TD DCT两驱智雅型,Geely Boyue 2020 1.8TD,Geely Boyue 2020 1.8TD,جيلي بويو Geely 2020 1.8TD,Geely,博越,2020,117000,Petrol,自动,4556,SUV,,,1.8T,5,国VI,上海港,FOB,9561,,,published,"che168 wap (car 59031850, 城市东莞)"
JB-9562,博越 2018款 1.8TD 自动两驱智慧型4G互联版,Geely Boyue 2018 1.8TD,Geely Boyue 2018 1.8TD,جيلي بويو Geely 2018 1.8TD,Geely,博越,2018,134000,Petrol,自动,3583,SUV,,,1.8T,5,国VI,上海港,FOB,9562,,,published,"che168 wap (car 59145961, 城市广州)"
JB-9570,瑞虎5x 2021款 超级英雄版 1.5L CVT豪华型,Chery Tiggo 5x 2021 1.5L,Chery Tiggo 5x 2021 1.5L,تشيري تيجو 5x Chery 2021 1.5L,Chery,瑞虎5x,2021,32000,Petrol,自动,6917,SUV,,,1.5L,5,国VI,上海港,FOB,9570,,,published,"che168 wap (car 57038342, 城市潍坊)"
JB-9571,瑞虎5x 2020款 1.5L CVT尊贵版,Chery Tiggo 5x 2020 1.5L,Chery Tiggo 5x 2020 1.5L,تشيري تيجو 5x Chery 2020 1.5L,Chery,瑞虎5x,2020,45000,Petrol,自动,5667,SUV,,,1.5L,5,国VI,上海港,FOB,9571,,,published,"che168 wap (car 58061290, 城市太原)"
JB-9572,瑞虎5x 2020款 1.5L CVT新动版,Chery Tiggo 5x 2020 1.5L,Chery Tiggo 5x 2020 1.5L,تشيري تيجو 5x Chery 2020 1.5L,Chery,瑞虎5x,2020,14000,Petrol,自动,7917,SUV,,,1.5L,5,国VI,上海港,FOB,9572,,,published,"che168 wap (car 58906892, 城市哈尔滨)"
JB-9580,荣威i5 2020款 1.5L 自动4G互联领豪旗舰版,Roewe i5 2020 1.5L,Roewe i5 2020 1.5L,رووي i5 Roewe 2020 1.5L,Roewe,荣威i5,2020,60000,Petrol,自动,4000,轿车,,,1.5L,5,国VI,上海港,FOB,9580,,,published,"che168 wap (car 59106715, 城市衢州)"
JB-9581,荣威i5 2021款 改款 1.5L CVT钻石版,Roewe i5 2021 1.5L,Roewe i5 2021 1.5L,رووي i5 Roewe 2021 1.5L,Roewe,荣威i5,2021,39200,Petrol,自动,5819,轿车,,,1.5L,5,国VI,上海港,FOB,9581,,,published,"che168 wap (car 59251349, 城市乌鲁木齐)"
JB-9582,荣威Ei5 2019款 豪华版,Roewe 荣威Ei5 2019,Roewe 荣威Ei5 2019,荣威Ei5 Roewe 2019,Roewe,荣威Ei5,2019,56300,Petrol,自动,6097,轿车,,,,5,国VI,上海港,FOB,9582,,,published,"che168 wap (car 59261614, 城市上海)"
JB-9590,五菱星光 2024款 共创版 150 标准型,Wuling Starlight 2024 150,Wuling Starlight 2024 150,وولينغ ستارلايت Wuling 2024 150,Wuling,五菱星光,2024,10000,Petrol,自动,9139,轿车,,,,5,国VI,上海港,FOB,9590,,,published,"che168 wap (car 57944135, 城市衢州)"
JB-9591,五菱星光 2025款 610km 智能旗舰型,Wuling Starlight 2025 610km,Wuling Starlight 2025 610km,وولينغ ستارلايت Wuling 2025 610km,Wuling,五菱星光,2025,10200,Petrol,自动,11639,轿车,,,,5,国VI,上海港,FOB,9591,,,published,"che168 wap (car 58960108, 城市郑州)"
JB-9592,五菱星光 2025款 610km 智能旗舰型,Wuling Starlight 2025 610km,Wuling Starlight 2025 610km,وولينغ ستارلايت Wuling 2025 610km,Wuling,五菱星光,2025,52699,Petrol,自动,11042,轿车,,,,5,国VI,上海港,FOB,9592,,,published,"che168 wap (car 59001103, 城市广州)"
