stock_id,title,title_en,title_ru,title_ar,brand,model,year,mileage_km,fuel,transmission,price_usd,body_type,color,drive,engine,seats,emission,departure_port,trade_term,vin_last6,registration_date,production_date,status,source
JB-9441,逸动 2024款 PLUS 蓝鲸NE 1.4T GDI DCT高能版,Changan Eado 2024 PLUS 1.4T GDI,Changan Eado 2024 PLUS 1.4T GDI,إيدو Changan 2024 PLUS 1.4T GDI,Changan,逸动,2024,5000,Petrol,自动,6917,SUV,,,1.4T,5,国VI,上海港,FOB,9441,,,published,"che168 wap (car 58362767, 城市贵阳)"
JB-9442,逸动 2026款 第四代 1.5T 500Bar 劲享型,Changan Eado 2026 1.5T 500Bar,Changan Eado 2026 1.5T 500Bar,إيدو Changan 2026 1.5T 500Bar,Changan,逸动,2026,100,Petrol,自动,9694,轿车,,,1.5T,5,国VI,上海港,FOB,9442,,,published,"che168 wap (car 58549567, 城市无锡)"
JB-9450,荣威RX5 2020款 20T 自动4G互联百万款,Roewe RX5 2020 20T,Roewe RX5 2020 20T,رووي RX5 Roewe 2020 20T,Roewe,荣威RX5,2020,69000,Petrol,自动,5764,轿车,,,,5,国VI,上海港,FOB,9450,,,published,"che168 wap (car 58355987, 城市济南)"
JB-9451,荣威RX5新能源 2021款 ePLUS 国潮荣麟旗舰版,Roewe RX5 2021 ePLUS,Roewe RX5 2021 ePLUS,رووي RX5 Roewe 2021 ePLUS,Roewe,荣威RX5,2021,73000,Petrol,自动,6375,SUV,,,,5,国VI,上海港,FOB,9451,,,published,"che168 wap (car 59372605, 城市上海)"
JB-9452,荣威RX5新能源 2019款 eRX5 50T 4G互联超越版,Roewe RX5 2019 eRX5 50T,Roewe RX5 2019 eRX5 50T,رووي RX5 Roewe 2019 eRX5 50T,Roewe,荣威RX5,2019,70000,Petrol,自动,5111,轿车,,,,5,国VI,上海港,FOB,9452,,,published,"che168 wap (car 59381742, 城市佛山)"
JB-9460,MG5 2021款 180DVVT CVT青春豪华版,MG 5 MG5 2021 180DVVT,MG 5 MG5 2021 180DVVT,MG5 MG MG5 2021 180DVVT,MG,MG5,2021,15000,Petrol,自动,7611,轿车,,,,5,国VI,上海港,FOB,9460,,,published,"che168 wap (car 59003917, 城市哈尔滨)"
JB-9461,MG5 2022款 300TGI DCT潮越旗舰版,MG 5 MG5 2022 300TGI,MG 5 MG5 2022 300TGI,MG5 MG MG5 2022 300TGI,MG,MG5,2022,40000,Petrol,自动,5528,轿车,,,,5,国VI,上海港,FOB,9461,,,published,"che168 wap (car 59062052, 城市东莞)"
JB-9462,MG5 2023款 180DVVT CVT豪华版,MG 5 MG5 2023 180DVVT,MG 5 MG5 2023 180DVVT,MG5 MG MG5 2023 180DVVT,MG,MG5,2023,28000,Petrol,自动,9139,轿车,,,,5,国VI,上海港,FOB,9462,,,published,"che168 wap (car 59082214, 城市哈尔滨)"
JB-9470,艾瑞泽5 PLUS 2021款 小AI 1.5T CVT型PLUS,Chery Arrizo 5 PLUS 2021 1.5T,Chery Arrizo 5 PLUS 2021 1.5T,أريزو 5 Chery PLUS 2021 1.5T,Chery,艾瑞泽5,2021,60000,Petrol,自动,5111,SUV,,,1.5T,5,国VI,上海港,FOB,9470,,,published,"che168 wap (car 58144391, 城市武汉)"
JB-9471,艾瑞泽5 PLUS 2021款 小AI 1.5L CVT享PLUS,Chery Arrizo 5 PLUS 2021 1.5L,Chery Arrizo 5 PLUS 2021 1.5L,أريزو 5 Chery PLUS 2021 1.5L,Chery,艾瑞泽5,2021,50000,Petrol,自动,4722,SUV,,,1.5L,5,国VI,上海港,FOB,9471,,,published,"che168 wap (car 58840163, 城市济南)"
JB-9472,艾瑞泽5 2019款 改款PRO 1.5L CVT青春版 国VI,Chery Arrizo 5 2019 1.5L,Chery Arrizo 5 2019 1.5L,أريزو 5 Chery 2019 1.5L,Chery,艾瑞泽5,2019,31500,Petrol,自动,4000,轿车,,,1.5L,5,国VI,上海港,FOB,9472,,,published,"che168 wap (car 59042969, 城市铜仁)"
JB-9480,捷途X70 PLUS 2023款 1.5T DCT自强PRO+ 7座,Jetour X70 PLUS 2023 1.5T,Jetour X70 PLUS 2023 1.5T,جيتور X70 Jetour PLUS 2023 1.5T,Jetour,捷途X70,2023,41000,Petrol,自动,12472,SUV,,,1.5T,5,国VI,上海港,FOB,9480,,,published,"che168 wap (car 58194348, 城市潍坊)"
JB-9481,捷途X70 2022款 1.5T DCT悦行版 5座,Jetour X70 2022 1.5T,Jetour X70 2022 1.5T,جيتور X70 Jetour 2022 1.5T,Jetour,捷途X70,2022,31500,Petrol,自动,7194,轿车,,,1.5T,5,国VI,上海港,FOB,9481,,,published,"che168 wap (car 58361373, 城市佛山)"
JB-9482,捷途X70 2023款 1.5T DCT梦想版 5座,Jetour X70 2023 1.5T,Jetour X70 2023 1.5T,جيتور X70 Jetour 2023 1.5T,Jetour,捷途X70,2023,21000,Petrol,自动,11083,轿车,,,1.5T,5,国VI,上海港,FOB,9482,,,published,"che168 wap (car 58396742, 城市潍坊)"
JB-9490,哈弗M6 2021款 PLUS 1.5T DCT豪华智联型,Haval M6 2021 PLUS 1.5T,Haval M6 2021 PLUS 1.5T,هافال M6 Haval 2021 PLUS 1.5T,Haval,哈弗M6,2021,28000,Petrol,自动,8861,SUV,,,1.5T,5,国VI,上海港,FOB,9490,,,published,"che168 wap (car 57418992, 城市潍坊)"
JB-9491,哈弗M6 2021款 PLUS 1.5T DCT豪华智联型,Haval M6 2021 PLUS 1.5T,Haval M6 2021 PLUS 1.5T,هافال M6 Haval 2021 PLUS 1.5T,Haval,哈弗M6,2021,39000,Petrol,自动,9028,SUV,,,1.5T,5,国VI,上海港,FOB,9491,,,published,"che168 wap (car 58618408, 城市哈尔滨)"
JB-9492,哈弗M6 2021款 PLUS 1.5T DCT舒享型,Haval M6 2021 PLUS 1.5T,Haval M6 2021 PLUS 1.5T,هافال M6 Haval 2021 PLUS 1.5T,Haval,哈弗M6,2021,40000,Petrol,自动,8167,SUV,,,1.5T,5,国VI,上海港,FOB,9492,,,published,"che168 wap (car 59019891, 城市哈尔滨)"
