stock_id,title,title_en,title_ru,title_ar,brand,model,year,mileage_km,fuel,transmission,price_usd,body_type,color,drive,engine,seats,emission,departure_port,trade_term,vin_last6,registration_date,production_date,status,source
JB-8180,理想L8 2023款 Pro,Li Auto L8 2023 Pro,Li Auto L8 2023 Pro,لي أوتو L8 Li Auto 2023 Pro,Li Auto,理想L8,2023,63000,插混,自动,28611,SUV,,,,5,国VI,上海港,FOB,8180,,,published,"che168 wap (car 58526577, 城市石家庄)"
JB-8181,理想L8 2024款 Pro,Li Auto L8 2024 Pro,Li Auto L8 2024 Pro,لي أوتو L8 Li Auto 2024 Pro,Li Auto,理想L8,2024,149000,插混,自动,23917,SUV,,,,5,国VI,上海港,FOB,8181,,,published,"che168 wap (car 58856982, 城市石家庄)"
JB-8190,问界M7 2024款 1.5T 智驾四驱Ultra版 6座,AITO M7 2024 1.5T,AITO M7 2024 1.5T,إيتو M7 AITO 2024 1.5T,AITO,问界M7,2024,36000,插混,自动,25736,SUV,,,1.5T,5,国VI,上海港,FOB,8190,,,published,"che168 wap (car 58276539, 城市广州)"
JB-8191,问界M7 2024款 1.5T 智驾四驱Max版 5座,AITO M7 2024 1.5T,AITO M7 2024 1.5T,إيتو M7 AITO 2024 1.5T,AITO,问界M7,2024,20700,插混,自动,25944,SUV,,,1.5T,5,国VI,上海港,FOB,8191,,,published,"che168 wap (car 58299184, 城市济南)"
JB-8192,问界M7 2026款 增程 Ultra四驱版 5座(192线激光雷达）,AITO M7 2026,AITO M7 2026,إيتو M7 AITO 2026,AITO,问界M7,2026,16000,插混,自动,38472,SUV,,,,5,国VI,上海港,FOB,8192,,,published,"che168 wap (car 58888359, 城市成都)"
JB-8200,长安CS75PLUS 2023款 第三代 2.0T 自动旗舰型,Changan CS75 PLUS 2023 2.0T,Changan CS75 PLUS 2023 2.0T,تشانجان CS75 PLUS Changan 2023 2.0T,Changan,长安CS75,2023,20000,Petrol,自动,11097,SUV,,,2.0T,5,国VI,上海港,FOB,8200,,,published,"che168 wap (car 57315950, 城市乌鲁木齐)"
JB-8201,长安CS75PLUS 2026款 智慧冠军版 1.5T 新蓝鲸 智航型,Changan CS75 PLUS 2026 1.5T,Changan CS75 PLUS 2026 1.5T,تشانجان CS75 PLUS Changan 2026 1.5T,Changan,长安CS75,2026,100,Petrol,自动,12500,SUV,,,1.5T,5,国VI,上海港,FOB,8201,,,published,"che168 wap (car 57767759, 城市无锡)"
JB-8202,长安CS75PLUS 2023款 第三代 1.5T 自动尊贵型,Changan CS75 PLUS 2023 1.5T,Changan CS75 PLUS 2023 1.5T,تشانجان CS75 PLUS Changan 2023 1.5T,Changan,长安CS75,2023,20000,Petrol,自动,10528,SUV,,,1.5T,5,国VI,上海港,FOB,8202,,,published,"che168 wap (car 57955954, 城市金华)"
JB-8120,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,38800,插混,自动,9417,SUV,,,,5,国VI,上海港,FOB,8120,,,published,"che168 wap (car 58660822, 城市惠州)"
JB-8121,宋PLUS新能源 2024款 荣耀版 DM-i 110km 旗舰型,BYD Song PLUS DM-i 2024 DM-i 110km,BYD Song PLUS DM-i 2024 DM-i 110km,بي واي دي سونغ بلس DM-i BYD 2024 DM-i 110km,BYD,宋PLUS,2024,42100,插混,自动,11361,SUV,,,,5,国VI,上海港,FOB,8121,,,published,"che168 wap (car 58947146, 城市南昌)"
JB-8122,宋PLUS新能源 2021款 DM-i 110KM 旗舰PLUS,BYD Song PLUS DM-i 2021 DM-i 110KM,BYD Song PLUS DM-i 2021 DM-i 110KM,بي واي دي سونغ بلس DM-i BYD 2021 DM-i 110KM,BYD,宋PLUS,2021,60000,插混,自动,10528,SUV,,,,5,国VI,上海港,FOB,8122,,,published,"che168 wap (car 59055322, 城市佛山)"
JB-8130,元PLUS 2022款 510KM 旗舰型,BYD Yuan PLUS 2022 510KM,BYD Yuan PLUS 2022 510KM,بي واي دي يوان بلس BYD 2022 510KM,BYD,元PLUS,2022,55000,纯电,自动,9028,SUV,,,,5,国VI,上海港,FOB,8130,,,published,"che168 wap (car 56339860, 城市无锡)"
JB-8131,元PLUS 2022款 430KM 尊贵型,BYD Yuan PLUS 2022 430KM,BYD Yuan PLUS 2022 430KM,بي واي دي يوان بلس BYD 2022 430KM,BYD,元PLUS,2022,32000,纯电,自动,10528,SUV,,,,5,国VI,上海港,FOB,8131,,,published,"che168 wap (car 58416239, 城市常州)"
JB-8132,元PLUS 2025款 智驾版 510KM 超越型,BYD Yuan PLUS 2025 510KM,BYD Yuan PLUS 2025 510KM,بي واي دي يوان بلس BYD 2025 510KM,BYD,元PLUS,2025,24000,纯电,自动,13889,SUV,,,,5,国VI,上海港,FOB,8132,,,published,"che168 wap (car 58560842, 城市乌鲁木齐)"
JB-8140,海豚 2023款 420km 自由版,BYD Dolphin 2023 420km,BYD Dolphin 2023 420km,بي واي دي دولفين BYD 2023 420km,BYD,海豚,2023,67000,纯电,自动,7986,SUV,,,,5,国VI,上海港,FOB,8140,,,published,"che168 wap (car 58736368, 城市北京)"
JB-8141,海豚 2021款 405km 时尚版,BYD Dolphin 2021 405km,BYD Dolphin 2021 405km,بي واي دي دولفين BYD 2021 405km,BYD,海豚,2021,90000,纯电,自动,6917,SUV,,,,5,国VI,上海港,FOB,8141,,,published,"che168 wap (car 58907919, 城市重庆)"
JB-8150,海鸥 2025款 智驾版 305km 活力版,BYD Seagull 2025 305km,BYD Seagull 2025 305km,بي واي دي سيغول BYD 2025 305km,BYD,海鸥,2025,22000,纯电,自动,7333,SUV,,,,5,国VI,上海港,FOB,8150,,,published,"che168 wap (car 58278240, 城市济南)"
JB-8151,海鸥 2025款 智驾版 305km 活力版,BYD Seagull 2025 305km,BYD Seagull 2025 305km,بي واي دي سيغول BYD 2025 305km,BYD,海鸥,2025,35000,纯电,自动,7292,SUV,,,,5,国VI,上海港,FOB,8151,,,published,"che168 wap (car 58433413, 城市济南)"
JB-8210,瑞虎7 2023款 超能版 1.5T CVT超能勇士,Chery Tiggo 7 2023 1.5T,Chery Tiggo 7 2023 1.5T,تشيري تيجو 7 Chery 2023 1.5T,Chery,瑞虎7,2023,24000,Petrol,自动,11083,SUV,,,1.5T,5,国VI,上海港,FOB,8210,,,published,"che168 wap (car 58338459, 城市牡丹江)"
JB-8211,瑞虎7 PLUS 2022款 1.5T CVT豪华型+,Chery Tiggo 7 PLUS 2022 1.5T,Chery Tiggo 7 PLUS 2022 1.5T,تشيري تيجو 7 Chery PLUS 2022 1.5T,Chery,瑞虎7,2022,34000,Petrol,自动,10528,SUV,,,1.5T,5,国VI,上海港,FOB,8211,,,published,"che168 wap (car 58897831, 城市哈尔滨)"
JB-8212,瑞虎7 PLUS 2023款 冠军版 1.5TCI CVT非凡版,Chery Tiggo 7 PLUS 2023 1.5TCI,Chery Tiggo 7 PLUS 2023 1.5TCI,تشيري تيجو 7 Chery PLUS 2023 1.5TCI,Chery,瑞虎7,2023,42000,Petrol,自动,9278,SUV,,,1.5T,5,国VI,上海港,FOB,8212,,,published,"che168 wap (car 58944481, 城市广州)"
JB-8220,瑞虎8 2022款 1.5TCI 自动尊崇版 5座,Chery Tiggo 8 2022 1.5TCI,Chery Tiggo 8 2022 1.5TCI,تشيري تيجو 8 Chery 2022 1.5TCI,Chery,瑞虎8,2022,17000,Petrol,自动,8861,SUV,,,1.5T,5,国VI,上海港,FOB,8220,,,published,"che168 wap (car 57985846, 城市金华)"
JB-8221,瑞虎8 2021款 鲲鹏版 390TGDI 自动扶摇版,Chery Tiggo 8 2021 390TGDI,Chery Tiggo 8 2021 390TGDI,تشيري تيجو 8 Chery 2021 390TGDI,Chery,瑞虎8,2021,12000,Petrol,自动,8861,SUV,,,,5,国VI,上海港,FOB,8221,,,published,"che168 wap (car 58025173, 城市佛山)"
JB-8222,瑞虎8 PRO 2024款 冠军版 390T 四驱巅峰版 5座,Chery Tiggo 8 PRO 2024 390T,Chery Tiggo 8 PRO 2024 390T,تشيري تيجو 8 Chery PRO 2024 390T,Chery,瑞虎8,2024,50000,Petrol,自动,11639,SUV,,,,5,国VI,上海港,FOB,8222,,,published,"che168 wap (car 58161758, 城市西安)"
JB-8230,博越L 2025款 第四代 1.5TD DCT 山河,Geely Boyue L 2025 1.5TD DCT,Geely Boyue L 2025 1.5TD DCT,جيلي بويو L Geely 2025 1.5TD DCT,Geely,博越L,2025,100,Petrol,自动,11500,SUV,,,1.5T,5,国VI,上海港,FOB,8230,,,published,"che168 wap (car 58713734, 城市南宁)"
JB-8231,博越L 2025款 第四代 1.5TD DCT 启程,Geely Boyue L 2025 1.5TD DCT,Geely Boyue L 2025 1.5TD DCT,جيلي بويو L Geely 2025 1.5TD DCT,Geely,博越L,2025,100,Petrol,自动,11500,SUV,,,1.5T,5,国VI,上海港,FOB,8231,,,published,"che168 wap (car 58773681, 城市南宁)"
JB-8240,星越L 2021款 2.0TD DCT EVO两驱尊贵型,Geely Monjaro 2021 2.0TD DCT,Geely Monjaro 2021 2.0TD DCT,جيلي مونجارو Geely 2021 2.0TD DCT,Geely,星越L,2021,20000,纯电,自动,10667,SUV,,,2.0T,5,国VI,上海港,FOB,8240,,,published,"che168 wap (car 56315969, 城市温州)"
JB-8241,星越L 2021款 2.0TD DCT EVO两驱尊贵型,Geely Monjaro 2021 2.0TD DCT,Geely Monjaro 2021 2.0TD DCT,جيلي مونجارو Geely 2021 2.0TD DCT,Geely,星越L,2021,90000,纯电,自动,9694,SUV,,,2.0T,5,国VI,上海港,FOB,8241,,,published,"che168 wap (car 58623471, 城市北京)"
